SGV, Raw, SavitzkyGolay, LeastSquares, Flat, Hamming
63.0,59.596301833,59.8325733132,159.303984935,60.0607535629,60.0029353658
64.0,59.7140274494,59.6991445166,159.233579921,60.8371998406,60.1512908329
66.0,61.1498703982,61.1673010972,159.162489648,62.2757562876,61.3443934352
69.0,64.2071696886,64.3769723888,159.090720138,64.7724007349,63.9748156368
73.0,68.9859061747,68.9030950702,159.018277482,68.0811122691,67.8391620821
78.0,73.6050292089,73.4432736944,158.945167838,71.8698998905,72.1117810578
82.0,77.149617696,77.0932559533,158.871397433,76.0478834483,76.10800016
85.0,80.59189821,80.9418894231,158.79697256,80.2195891762,80.0085266735
89.0,85.5616509897,85.4585612521,158.721899579,83.9453382777,84.1506950962
93.0,89.6054254539,89.1979763486,158.646184917,87.4743975692,87.9861070067
95.0,91.4724846266,91.9100135366,158.569835064,90.9071010479,91.0666598255
98.0,94.6656644274,94.4928742436,158.492856577,94.0272239815,93.9122976101
100.0,97.5832968253,97.655457219,158.415256075,96.8583182917,96.857216104
102.0,100.639599267,100.735061254,158.337040241,99.4849940555,99.7690487557
104.0,103.406917939,103.398199884,158.258215821,101.23320012,102.158459782
107.0,104.343875848,103.621499621,158.178789624,102.474087964,103.222130625
106.0,102.010806643,102.865390483,158.098768519,103.497515718,103.156926149
108.0,103.395766619,102.941954466,158.018159435,104.839581667,103.678072793
110.0,105.516667268,106.060611655,157.936969364,106.792721135,105.840732785
113.0,110.685895195,110.411965562,157.855205354,109.618906481,109.483636245
117.0,114.869819159,114.701502095,157.772874516,112.712088874,113.344016604
119.0,117.230653632,117.455701293,157.689984014,115.41107719,116.257907113
121.0,118.894312162,118.468565736,157.606541075,117.303321201,117.915216933
122.0,118.361152257,118.728229607,157.522552977,118.527775422,118.589278401
124.0,119.098573063,118.813686647,157.438027059,119.892416408,119.234766668
125.0,120.291404642,120.6408083,157.352970713,121.942697575,120.860221885
128.0,124.448151906,124.593678897,157.267391386,124.825080007,124.116406057
132.0,130.000943757,129.702583133,157.181296579,128.097810729,128.422815986
135.0,133.684094205,133.700176962,157.094693846,131.304001617,132.251868135
137.0,135.712791213,135.584429313,157.007590795,133.870164553,134.689679698
138.0,136.114590577,136.261394413,156.919995084,135.396417226,135.828347075
139.0,136.414603589,136.176581539,156.831914423,136.467440827,136.320745578
140.0,136.425230121,136.739628432,156.743356573,137.71780595,137.015492253
141.0,138.735793964,138.854391665,156.654329344,139.331321103,138.746457781
144.0,142.267638623,142.037739813,156.564840596,141.178000591,141.328277339
146.0,144.558467761,144.633149485,156.474898236,142.998789157,143.680307927
147.0,145.828137828,145.715308908,156.384510219,144.207435706,145.013219345
149.0,145.425218498,145.221577178,156.293684547,144.798840769,145.144939063
149.0,144.014616847,144.385048227,156.202429268,145.126382294,144.735315186
151.0,144.637055352,144.062842425,156.110752476,146.429472197,145.063474912
154.0,146.011557061,147.122018571,156.018662308,149.042391323,147.390358308
157.0,153.556295833,153.215440223,155.926166947,152.341667778,152.177800413
165.0,159.734061242,158.882565493,155.833274617,156.079987595,157.256131539
168.0,160.984291648,161.276689568,155.739993585,160.830710646,160.821349085
170.0,163.680542482,164.492786488,155.646332162,165.380076055,164.372694413
175.0,170.785060115,169.84225246,155.552298695,170.031916762,169.404709
180.0,175.783910849,176.556253458,155.457901576,175.381981711,175.302534648
181.0,183.162583624,183.58994885,155.363149233,179.374205686,181.139591635
187.0,188.395903608,186.883057366,155.268050133,180.225936187,184.134211818
188.0,181.972768337,181.555391234,155.172612782,179.57371419,181.442830972
187.0,172.031948171,172.647337926,155.076845723,179.974688932,176.333687646
186.0,171.581613008,173.384868554,154.980757534,182.255417589,176.494660606
196.0,186.450385607,185.298434596,154.884356828,188.161417678,185.271571637
208.0,201.428907359,201.612398843,154.787652255,197.689267419,198.466547969
214.0,214.747248114,214.720827716,154.690652496,207.639965922,210.697320561
223.0,222.494743746,221.126244603,154.593366267,215.355396226,218.440061233
222.0,221.068968104,222.193065069,154.495802317,220.831305156,221.466691978
221.0,222.833318382,223.270495039,154.397969423,223.846788941,223.314433534
222.0,227.036727191,226.768871677,154.299876397,224.249775374,225.494200257
222.0,227.827732813,227.289180156,154.201532076,223.141961307,225.716783524
222.0,222.479854525,221.732289254,154.102945332,221.835561191,222.378574302
216.0,214.549725937,215.702363041,154.004125059,221.56876429,218.378758381
212.0,216.315575481,217.944568244,153.905080184,221.115628799,218.749170157
214.0,226.60819871,224.570065818,153.805819656,219.904744307,222.406637699
216.0,225.253475603,224.749414118,153.706352454,218.572501511,222.460857119
206.0,215.855503205,216.910405163,153.606687579,215.324860353,216.852060624
202.0,207.899095887,207.055111161,153.506834056,209.348567271,208.839405422
195.0,198.561878508,199.044822961,153.406800937,203.800324029,201.487422328
190.0,194.867964399,195.601114228,153.306597293,200.569605276,197.691399749
186.0,198.207114937,198.414928896,153.206232218,197.927306587,197.966056333
185.0,201.415676829,200.387173169,153.105714826,194.540690029,198.107516724
179.0,194.905500591,194.610864054,153.005054254,189.010959769,192.958131718
171.0,181.08764611,180.962792153,152.904259654,180.94633552,182.008209877
162.0,165.810599536,165.805861584,152.803340201,172.662461604,169.566694375
153.0,156.379476517,158.020540838,152.702305083,166.456537345,161.62928721
148.0,160.154668798,159.881008446,152.601163509,162.625993323,160.80862957
149.0,165.350817708,163.934290531,152.499924701,161.567622769,162.916812402
140.0,163.375268685,165.222180986,152.398597898,160.013074421,162.93059793
133.0,162.161517563,160.395003743,152.297192352,154.133644691,158.505137196
122.0,148.095749991,148.08076479,152.195717329,143.47519793,147.157045024
108.0,128.173479514,128.649583641,152.094182108,129.842484144,130.312301255
94.0,109.565047022,109.652077564,151.99259598,113.953760338,112.495634044
82.0,93.8862452546,94.1860126196,151.890968245,98.2927719099,96.68872434
73.0,81.7375106216,81.5288321941,151.789308215,84.2301390573,83.3598351323
67.0,70.2219936067,69.72360474,151.687625211,72.650750015,71.6163918927
60.0,58.8774263479,59.3440191394,151.585928562,64.0928382524,61.7215904912
57.0,53.0560777606,53.2650273112,151.484227606,58.4921330119,55.586684303
56.0,52.6666341916,52.7205204388,151.382531684,55.6749214208,53.8758343775
60.0,55.1800372307,54.5650592081,151.280850147,56.2792173965,55.1989805559
62.0,57.4385555841,58.0277244934,151.17919235,59.5274968035,58.3533632782
66.0,63.4592015556,63.6032212126,151.077567651,63.6757941787,63.3178513681
70.0,70.3853501737,70.2744731893,150.975985411,66.7685908785,68.6045596888
75.0,73.6801471347,72.5617081096,150.874454997,69.2238257563,71.3100890123
75.0,70.1003029528,70.147865541,150.772985773,72.648228346,71.2289407699
74.0,69.4509834353,71.4137998155,150.671587107,76.7405248234,73.1511543251
81.0,80.9824575277,80.6654134029,150.570268366,80.0193963465,80.0207497766
88.0,91.0454697397,89.4704694148,150.469038916,83.0850703841,86.836940109
90.0,89.6896127041,89.1554917143,150.367908121,87.621965203,88.6630361459
88.0,85.339482844,88.4196759923,150.266885344,89.6891343747,88.5486410562
91.0,92.6510881301,88.591283768,150.165979943,92.3322556527,90.5133957726
96.0,90.3448498023,94.6696316649,150.065201272,96.4575292245,94.6018476758
108.0,104.505573325,102.296476689,149.96455868,101.452574357,101.937756924
114.0,110.762275764,109.950841737,149.86406151,105.897809916,108.242872776
117.0,110.516768277,110.595627555,149.763719099,114.220757374,111.961209842
122.0,114.637592343,117.473914721,149.663540775,121.923415194,118.586148429
137.0,133.073264532,129.642095941,149.563535859,131.739818565,130.485549817
145.0,142.681873675,146.203568155,149.46371366,142.017206496,143.656090261
149.0,160.351808837,158.667291492,149.364083481,147.879463552,154.358719523
150.0,161.885023488,159.093097613,149.264654609,147.736810326,155.096608377
137.0,142.736173461,144.996179062,149.165436324,144.933164073,145.06629792
126.0,130.932383129,131.652321537,149.06643789,138.525897623,134.520360422
122.0,128.134044848,127.600379839,148.967668558,131.902055995,129.415061252
118.0,127.602269546,128.410033246,148.869137565,127.624036332,127.986145629
114.0,128.824259919,127.994990615,148.770854133,122.744890645,126.093945885
111.0,121.863308826,120.868342736,148.672827467,115.960817031,119.261468712
102.0,106.457517667,107.211407766,148.575066756,107.844991452,107.612250598
95.0,93.9529255616,94.359635413,148.477581171,98.7116992959,96.1950971237
92.0,86.9001871492,86.5287971604,148.380379864,91.2163100555,88.5011938583
92.0,83.1050088046,83.149617643,148.283471967,88.4592881239,85.2326936603
93.0,84.7059801051,85.3623251888,148.186866593,90.1502375007,87.0831403788
99.0,93.3212541799,93.3211426404,148.090572833,94.217019644,93.5683665582
107.0,102.911624849,98.7261007411,147.994599757,107.385658576,102.556552625
113.0,107.439187226,117.070032782,147.89895641,122.470321739,117.683046333
157.0,149.697151016,133.753216451,147.803651816,154.64533859,143.779110276
163.0,160.118861106,185.009316667,147.708694973,186.310777704,181.821631996
251.0,255.150232304,233.42151287,147.614094853,216.260310845,229.4958024
258.0,260.84853121,266.582759786,147.519860404,237.557812178,254.546546483
253.0,256.772751152,258.31572402,147.426000546,255.978994399,257.226805115
252.0,255.582552079,255.08292877,147.332524169,254.296032184,254.852903164
250.0,251.936243816,251.684654549,147.239440139,250.554424675,251.285170777
248.0,246.321074789,246.207797321,147.146757289,248.03556962,246.920478821
245.0,242.159501541,242.97568383,147.054484422,246.45106684,244.201554922
245.0,244.19555107,243.999024952,146.962630311,246.072483788,244.83726321
248.0,247.651123672,247.946827677,146.871203697,245.89182647,247.124508365
249.0,250.040924357,248.993821954,146.780213288,245.490496187,247.763765649
252.0,245.429778077,244.808493481,146.689667758,246.185243224,245.396163285
249.0,240.098704484,242.137330982,146.599575748,248.187428978,244.234462294
250.0,247.577043518,247.398988839,146.509945863,250.613371841,248.756906502
259.0,257.610159312,256.58284595,146.420786671,254.474118158,255.98086928
260.0,262.020720586,262.537120564,146.332106705,259.061221641,261.155713115
263.0,264.61671862,264.101305236,146.24391446,261.801739135,263.276743839
262.0,263.181478286,263.431400081,146.156218392,262.362289186,262.956218912
261.0,261.511480609,261.444392699,146.069026918,262.290138357,261.769199531
259.0,260.487452345,261.059610437,145.982348415,261.434488246,261.131617974
260.0,261.772812537,261.136373807,145.89619122,260.545727802,260.97715564
260.0,260.355802485,260.275610555,145.810563628,260.252626642,260.253445852
257.0,258.64978201,259.289619919,145.725473891,260.183841323,259.5618667
257.0,260.003683448,259.845181343,145.64093022,259.282941294,259.649585928
257.0,260.301663527,259.682757362,145.556940779,258.412172777,259.221927096
256.0,257.277070208,257.600602687,145.47351369,258.111420204,257.722221285
252.0,255.883823376,256.534615871,145.390657028,257.109413424,256.672979318
253.0,257.301297325,256.442544476,145.308378822,255.649417954,256.216583823
251.0,255.116287241,255.347305835,145.226687055,254.520728581,254.931083615
248.0,252.934371546,253.136376648,145.145589661,253.259848934,253.110894658
245.0,251.66591174,251.671851897,145.065094526,250.987837714,251.33899926
243.0,249.864543136,249.494458675,144.985209488,248.506712778,249.056576104
238.0,246.01459922,246.518337711,144.905942331,245.367264238,245.869165843
235.0,242.918065521,242.438425486,144.827300794,241.43913725,241.940148952
230.0,237.499978513,237.744739368,144.749292559,236.833674813,237.149987509
225.0,232.281175082,232.167318168,144.671925259,232.083946324,231.947269405
220.0,226.926948806,227.117273384,144.595206473,227.020200686,226.856548845
216.0,222.430923927,222.229042795,144.519143725,222.238546985,222.06154798
212.0,217.566271277,217.597138288,144.443744488,217.985454436,217.568821707
207.0,213.461441563,213.682804354,144.369016175,214.161359155,213.71804929
204.0,210.884770368,211.04949729,144.294966147,209.819998695,210.400887449
200.0,208.022027381,207.601595198,144.221601706,204.583199385,206.162275843
198.0,201.137168196,200.466379246,144.148930098,199.498857921,199.768672189
191.0,191.399190536,192.295003753,144.076958509,195.153153255,193.064662225
188.0,187.802963206,188.09223097,144.005694067,191.618277147,189.438288066
187.0,188.89220081,188.574165221,143.935143842,189.420468718,189.003563088
188.0,189.835827372,189.781357116,143.865314842,188.639522071,189.329975676
187.0,189.513182117,189.389896076,143.796214014,187.939035663,188.736061338
187.0,187.439090583,187.358526376,143.727848243,186.710617993,186.962640585
185.0,184.566715449,184.613538615,143.660224353,185.476464956,184.841879569
184.0,182.789135138,182.994247909,143.593349104,184.747924145,183.672348248
184.0,183.453157804,183.513148795,143.527229192,184.782283551,184.109083903
185.0,185.512609275,185.388064171,143.461871249,185.523304314,185.578452195
185.0,187.221420486,187.404051697,143.397281843,186.176971105,186.94170484
186.0,188.286548592,187.781686551,143.333467473,186.384992175,187.218655211
185.0,186.284253289,186.456168045,143.270434574,186.224775405,186.24606171
183.0,184.680851422,185.019469123,143.208189514,185.640609665,185.201066593
182.0,184.936987686,184.746369276,143.146738592,184.609375458,184.708509266
181.0,184.562766928,184.641501028,143.086088039,183.301960442,184.006702922
180.0,183.292175443,182.997500709,143.026244018,181.64358673,182.304187801
178.0,179.940635026,180.116132151,142.967212619,179.444939521,179.583297555
176.0,176.761439368,176.598441472,142.908999865,177.257098843,176.702397842
174.0,173.960415704,174.434539573,142.851611707,175.153698325,174.565871798
174.0,173.645033391,173.166420162,142.795054023,173.764795,173.400517217
174.0,172.391316652,172.502408957,142.73933262,174.010024265,172.950387931
174.0,172.359110716,170.611791793,142.684453231,180.154984257,174.960958787
175.0,174.412183925,177.231758827,142.630421518,192.826169813,184.916852612
202.0,199.799692058,203.095882929,142.577243066,205.417469396,205.894974111
233.0,236.875750372,229.386999841,142.524923386,217.471983197,226.411481425
231.0,235.538913956,238.597358107,142.473467914,227.966474274,233.715342294
228.0,233.056494097,233.523592866,142.42288201,231.845570567,232.584766938
226.0,231.013953657,230.667519315,142.373170957,227.968830886,229.134148865
223.0,225.547269862,224.2290812,142.324339962,225.12054513,224.232828659
218.0,216.83415392,219.209705579,142.276394152,223.315045676,220.58647117
219.0,220.431184759,219.975820665,142.229338578,221.320042316,220.869741984
220.0,224.18017195,223.337113735,142.183178211,219.455689183,221.689942022
218.0,221.235506161,220.406121306,142.137917943,219.206853031,219.675537067
214.0,214.587257235,217.066844438,142.093562585,217.483047168,216.721935147
215.0,216.901651659,214.180915078,142.050116869,215.692355395,215.042686607
212.0,211.916398553,214.396915083,142.007585445,214.324899898,214.004034864
213.0,215.111133824,213.148291798,141.965972881,214.275692819,213.914193458
211.0,213.026133858,214.575585825,141.925283663,213.495823807,213.95309895
211.0,215.101498672,214.036093605,141.885522195,212.907650762,213.592627237
208.0,212.700388671,212.757106582,141.846692796,211.461883423,212.021330964
205.0,209.615690049,210.77082193,141.808799704,209.000011589,209.55804594
203.0,208.97858004,206.354156109,141.771847071,206.717088987,206.462439881
197.0,200.443697267,204.062638078,141.735838963,203.762055532,203.341702269
197.0,204.283959541,201.647965428,141.700779363,200.222334,201.080722188
192.0,198.55130855,198.784311007,141.666672166,196.787987778,197.348017875
187.0,192.050950636,193.190692387,141.633521184,194.194702167,193.082858765
184.0,190.86973014,189.63601337,141.601330139,191.408839166,190.385802635
179.0,187.797504304,189.376172588,141.570102666,189.168548212,189.039602626
174.0,190.017492686,188.282783921,141.539842315,187.371861932,188.098366102
164.0,186.2951182,188.542073106,141.510552545,182.75413942,185.519006554
154.0,185.634072681,183.296903375,141.482236727,174.28292797,178.766066532
137.0,170.823574059,172.387630597,141.454898143,159.867251659,164.691916672
120.0,151.919815506,148.979946597,141.428539987,142.373823607,143.723845847
101.0,120.731663914,124.630036013,141.403165361,121.758756009,120.140500472
90.0,103.366456782,99.524973617,141.378777277,103.894795618,99.5982401273
77.0,80.4505237807,83.8665432527,141.355378657,90.4873596799,85.226602004
74.0,77.4274981727,77.3650307306,141.33297233,81.569660643,79.131804237
74.0,79.8874527161,78.1310068556,141.311561035,75.2139567783,76.6842471165
70.0,74.149246992,74.0421320455,141.291147419,72.5559585582,72.7031698176
66.0,67.0236089543,68.2525192817,141.271734036,70.2724042912,68.623690274
65.0,66.5709409328,66.0466398165,141.253323346,67.9098470573,66.8744595023
64.0,66.514358104,66.4613522064,141.235917716,66.673665221,66.643280767
62.0,66.6938220015,67.3131498079,141.219519422,65.2510943443,66.4327078344
61.0,67.567696298,67.0253576658,141.204130643,61.8402617583,64.3402714277
58.0,62.3688535917,61.2058217021,141.189753465,58.0366757579,58.7225009072
53.0,50.6574505232,51.1327403412,141.176389878,55.6858683406,52.3257154277
52.0,45.5623491112,48.0208664822,141.164041779,54.0113421005,50.6984152579
59.0,54.6673634983,52.0132959061,141.152710967,54.9204083307,54.1717164101
61.0,56.8736051654,57.5920066906,141.142399148,58.9825316709,58.9083588534
64.0,62.0463075028,64.0942884086,141.133107929,62.090920389,63.7360996591
69.0,71.6693527734,67.5502061688,141.124838822,63.8560969115,66.2152841555
65.0,63.3335126724,65.6578488871,141.117593244,65.9137043576,65.1757868729
65.0,62.6862692823,63.533160748,141.111372511,66.779447202,65.2309485406
68.0,68.2578488476,66.8964349684,141.106177844,66.5147556693,67.2044689194
68.0,68.6980771797,69.0918931823,141.102010367,67.3814915945,68.3054200957
68.0,68.5399420138,68.4860746748,141.098871105,67.8581305773,68.1463338824
68.0,67.7219110549,67.8181804972,141.096760985,67.2390165412,67.403037849
68.0,66.8109042958,66.564487025,141.095680834,66.8275176652,66.4794081084
68.0,65.2506982359,65.1734342069,141.095631383,67.3183727384,66.1519216015
69.0,65.3599375336,66.3386871117,141.096613262,68.4021879792,67.5226823688
73.0,70.3586805191,69.2296371767,141.098627002,70.3677560071,70.2979467453
74.0,72.0482404443,72.630839822,141.101673035,73.106420005,73.1939582996
76.0,75.4021028887,75.3909384192,141.105751693,75.4576238403,75.9723306453
77.0,78.5967606919,78.9186427048,141.110863208,76.0047348097,77.7491815179
77.0,79.9389588374,78.4822262828,141.117007712,75.8786079562,77.0463462468
74.0,73.9801521586,75.1745641435,141.124185235,75.0717283493,74.540369992
74.0,72.2670086265,72.2931172483,141.13239571,73.8251027266,72.8098026483
75.0,72.4113897211,71.7251897719,141.141638964,73.4788785961,72.5725207276
76.0,71.720556335,72.5387933274,141.151914728,74.7936145689,73.8016564898
79.0,75.5074354354,75.3435023499,141.163222629,76.7268840405,76.5566307667
82.0,79.5388557449,79.1868008094,141.175562194,79.0164190217,79.5671870085
84.0,81.49419865,81.6159805563,141.188932846,81.5701443244,81.8523547043
86.0,83.1601531181,83.1581507537,141.203333909,83.8580030339,83.7266893766
88.0,84.9026192098,84.8771103199,141.218764605,85.9667866516,85.7438534292
90.0,87.1108579034,87.5134224847,141.235224052,87.8511628429,88.0344618586
93.0,90.4717338924,89.8074421988,141.252711267,89.7698871653,90.1006487759
94.0,90.9755250882,91.2310244615,141.271225166,91.9496178928,91.7073255534
96.0,92.362579161,92.5249943549,141.29076456,94.2476138329,93.696976997
99.0,95.3924177589,95.457452779,141.31132816,96.4992443,96.4365480646
102.0,98.9297186008,98.6075740076,141.332914573,99.0617474355,99.3071465937
104.0,101.080417504,101.372606576,141.355522304,101.555849146,101.814576866
106.0,103.708803873,103.492294775,141.379149755,103.67829138,103.931591958
108.0,105.270294598,105.388249978,141.403795225,105.428299914,105.624357137
110.0,106.746246044,106.595123502,141.42945691,107.274182592,107.077797563
112.0,107.741868475,107.684700302,141.456132903,109.496923763,108.842626049
114.0,109.625468475,110.226446297,141.483821196,111.977262071,111.553017059
118.0,114.432314645,113.8121666,141.512519674,114.666301003,114.9034988
120.0,117.186267653,117.561434914,141.542226123,117.2512289,117.867697579
123.0,120.146248695,119.880999803,141.572938222,119.435383644,119.962559199
125.0,121.194227583,121.008167369,141.604653551,121.275778027,121.252063221
127.0,121.306744542,121.733716511,141.637369583,123.390728149,122.624709159
131.0,123.631042292,123.107780121,141.671083691,126.728986873,125.261749375
135.0,126.333023918,126.808217149,141.705793142,131.649143249,130.11464645
141.0,133.683317829,134.4207643,141.741495103,137.129699373,137.211060366
148.0,144.408631403,143.16267219,141.778186634,142.647791792,144.216910207
151.0,148.632129863,148.80719515,141.815864696,147.947356343,148.958099929
152.0,151.013169259,151.305675377,141.854526144,151.714769959,152.10791363
153.0,154.168677298,154.689565687,141.894167732,152.967376508,154.340491885
154.0,157.303010305,156.176730791,141.934786109,152.553426354,154.430384348
152.0,153.543493401,154.105300165,141.976377824,151.446889417,151.79484292
151.0,149.157379364,147.916842738,142.01893932,150.969243797,148.800254713
149.0,143.857508725,146.636760855,142.06246694,151.117252767,148.844928589
154.0,151.829649312,149.620812274,142.106956922,152.470809479,152.315866209
155.0,154.83496077,156.58025221,142.152405404,154.121821994,155.910758786
158.0,160.404368185,158.060568453,142.19880842,156.006274516,157.202532396
155.0,155.707063172,157.081996661,142.246161901,157.188387808,156.602303457
154.0,155.256567548,155.246481373,142.294461679,157.572088357,156.787728448
153.0,157.525512427,158.399396009,142.34370348,156.083841027,157.735902636
152.0,161.104200967,159.392506813,142.393882931,153.553180322,156.275606544
147.0,154.387627864,154.872011772,142.444995557,149.670227894,150.781351018
142.0,145.740552939,145.645093389,142.49703678,144.717565748,143.654413673
138.0,137.87659041,138.440981362,142.550001921,139.650785903,137.954851848
138.0,134.623049243,134.39051497,142.603886201,136.552995125,134.921420027
140.0,133.222677299,132.913245269,142.658684739,136.543689835,134.582545778
144.0,133.631122292,134.110333398,142.714392554,140.175425128,137.517763539
150.0,139.414072286,138.871030471,142.771004563,147.005400655,144.599130509
156.0,148.546419111,150.361071954,142.828515585,154.776425778,155.124140448
164.0,165.338542437,163.933689936,142.886920336,161.111228868,165.020329698
166.0,172.929872099,172.659001592,142.946213433,164.522263357,169.00179363
163.0,170.849783779,170.129544151,143.006389395,165.061460389,166.402770528
156.0,161.787809077,162.482366709,143.06744264,162.94891097,161.508419244
151.0,156.836275253,158.167506663,143.129367487,158.916666313,158.351420072
149.0,158.984337189,157.976760681,143.192158157,154.118251436,155.880395757
144.0,155.690116656,154.88553971,143.25580877,149.521347508,150.936238799
136.0,146.166794689,146.953918761,143.320313351,144.678259397,144.025968997
129.0,139.01428336,138.686464385,143.385665825,139.5200505,137.989695135
122.0,133.649380564,134.62587034,143.45186002,134.301994577,134.022080448
115.0,133.313438904,132.910094691,143.518889665,127.79594977,130.266293181
106.0,129.855430264,130.064545957,143.586748394,117.973016112,122.583028377
95.0,119.830009015,118.359027339,143.655429743,105.511275979,108.180106282
81.0,97.3521464413,96.6911671664,143.724927153,92.3228948253,89.8932965318
68.0,73.6982667134,76.7205957813,143.795233968,79.3684444128,75.0387663028
64.0,67.8562188759,66.7333678967,143.866343435,68.5259325575,66.5706111133
62.0,63.5533461812,62.8635729361,143.938248707,62.3370615951,61.3988398478
60.0,57.6169199724,57.7082006406,144.010942844,60.431702513,58.1902671552
60.0,54.9215661186,55.7104288346,144.084418808,61.8128466507,58.6316854187
65.0,59.2769693596,57.8956898313,144.158669469,66.6558057539,63.9325197612
73.0,65.2894160819,68.5287252797,144.233687603,72.9025443129,73.2195142051
86.0,83.680120502,80.3623896974,144.309465891,79.446062091,82.2086602121
88.0,87.3783561954,87.8868899388,144.385996924,85.2954361431,87.1027662831
88.0,88.0202561242,89.0764525185,144.463273198,88.5200347829,89.2281053916
89.0,91.3090595781,90.6205593156,144.541287118,88.1538037948,89.8132029123
88.0,90.62571458,91.0360588337,144.620030999,86.8550249177,87.9747279082
87.0,87.3836722161,85.210693484,144.699497061,86.3627797522,84.6684081257
83.0,78.209033946,81.6792857157,144.779677437,86.1108228275,83.7202531251
88.0,85.0793197707,83.6066512132,144.860564169,85.9955061573,86.2068825697
91.0,89.4857790452,89.3874697095,144.942149208,87.0276288611,88.4748071183
92.0,90.100794295,89.1166500835,145.024424417,89.5968000998,89.0013420273
91.0,86.7436902948,88.0316992344,145.10738157,91.73348213,90.2527175574
95.0,90.7154742873,91.4681816524,145.191012354,93.342788189,93.5606997259
100.0,98.2903825538,96.1821835565,145.275308365,95.5997602039,96.6070095152
101.0,96.9610654497,98.2308834343,145.360261117,98.1717474817,98.2668213277
104.0,98.8158282992,98.7741412428,145.445862034,100.848865328,99.926861237
107.0,101.128433273,99.7235374688,145.532102453,104.574573717,102.903043036
109.0,101.658991534,104.714831932,145.61897363,109.46821698,108.42748368
117.0,114.558065294,111.524524639,145.706466732,115.068740508,115.513493292
120.0,118.32474545,120.47263708,145.794572843,119.920256442,121.766335615
125.0,126.849430541,126.152079711,145.883282965,122.586704525,125.289863162
126.0,128.963783419,127.393243075,145.972588015,123.316814838,124.6708298
123.0,121.63522662,123.356406824,146.062478827,123.24571919,122.091004486
123.0,120.154153353,119.389435626,146.152946156,123.596933044,121.222053655
124.0,119.730521114,120.008652266,146.243980673,126.008113906,123.857405471
130.0,124.495994211,125.624352707,146.33557297,129.998153192,129.763716692
138.0,135.337373516,133.995524902,146.427713558,134.781384122,136.117636583
141.0,139.977277446,139.816664141,146.52039287,137.594352911,140.205691208
142.0,141.793224916,144.602292607,146.61360126,136.221725248,140.252234671
143.0,146.036556738,140.153080168,146.707329002,131.95085825,134.162130329
117.0,125.186157329,130.396036832,146.801566295,125.407114339,124.623781
113.0,120.361471097,118.290505899,146.896303263,117.456646221,116.150718586
108.0,111.900014908,111.726591364,146.991529949,111.883868451,109.667485
103.0,104.300566269,104.785447918,147.087236326,108.976577812,106.652296541
101.0,104.085177366,106.219106883,147.183412289,105.714864887,106.894296885
102.0,112.118947813,108.816759252,147.280047661,102.674629516,105.506883436
96.0,104.371132854,105.139282586,147.377132193,98.9756097591,100.004256958
90.0,95.3365209418,96.5916029846,147.474655561,93.5172976465,92.9722751629
87.0,90.5481536553,88.527125065,147.572607372,87.8270220941,86.5664131193
83.0,80.8964487411,83.1293950415,147.67097716,83.907712484,82.1843842835
86.0,80.850490833,79.2726824542,147.769754392,82.3467650795,80.5800921092
85.0,78.8283243938,79.485575363,147.868928462,83.6122904124,81.7752859407
87.0,81.6557583058,81.9308325141,147.968488699,86.9036000949,85.8662527526
92.0,88.4906734777,88.3843803752,148.068424364,90.8635561874,91.478614326
96.0,95.2817517208,95.0747192091,148.168724648,95.3884860189,96.3430198239
100.0,99.2177610427,98.4719226984,148.269378681,100.400897305,99.9383475182
107.0,99.9028487542,100.78504662,148.370375523,105.419664642,104.16981792
111.0,105.642609517,106.0597836,148.471704173,110.248960186,110.143788791
117.0,114.450329559,113.647196799,148.573353566,115.044631127,116.217371181
121.0,119.472264136,119.855081973,148.675312573,119.012721225,120.543970524
123.0,123.224550707,122.995715519,148.777570003,121.427721498,122.552449
125.0,123.757118632,123.345597697,148.880114608,122.892585493,122.832808278
123.0,121.789641126,122.356691297,148.982935075,125.783953623,123.465105896
125.0,122.842868976,121.548490254,149.086020034,129.95108822,127.361348655
126.0,125.821967643,130.078435591,149.189358058,134.536039708,135.070016454
147.0,144.733187677,139.653915374,149.29293766,139.700167253,142.044993559
146.0,143.9239869,146.365532006,149.396747299,144.436420312,145.640568768
147.0,147.0,146.832805624,149.500775377,146.363829969,147.286331541
149.0,149.082168757,148.577809196,149.605010242,147.028796876,147.415389282
151.0,147.242036004,146.673369725,149.709440189,148.800627132,147.137359664
150.0,144.435339456,145.838425588,149.814053458,151.131719347,149.268187494
154.0,150.252256749,150.195779889,149.918838239,153.427843798,153.984668448
159.0,157.913627316,157.588608413,150.023782673,156.269737185,158.021091233
164.0,161.299187295,159.981631124,150.128874846,159.617902149,159.662046631
164.0,158.080560026,159.552631236,150.234102801,162.178261461,161.140373244
164.0,161.300857504,161.545272956,150.339454529,164.193458796,164.037181153
170.0,166.829027603,165.569158424,150.444917975,166.928983427,167.176074678
171.0,167.682504595,168.701003998,150.55048104,170.134090797,170.071754718
173.0,171.577196513,171.126642776,150.656131579,173.144079661,173.04598908
176.0,174.34651835,174.312525594,150.761857401,176.055649997,176.099733871
176.0,177.080345358,177.604043466,150.867646276,178.243018893,179.010744545
178.0,181.265134935,180.902126314,150.97348593,179.406529272,180.713958536
179.0,182.277533219,181.834001535,151.079364048,179.915925333,180.484007234
177.0,179.729286921,180.12299786,151.185268276,179.171949588,179.275238145
