SGV, Raw, SavitzkyGolay, LeastSquares, Flat, Hamming
146.0,145.161255868,144.499919049,153.830623819,137.424136019,135.466308171
152.0,150.836848381,150.288411543,153.744635485,141.461548226,142.560195045
153.0,151.04331863,151.391321586,153.659729617,145.982753581,148.194455645
154.0,151.340772261,151.452333214,153.575913416,149.796181612,150.651552359
154.0,153.229280436,153.647414085,153.493193875,152.340249684,151.768091646
157.0,156.907369868,156.216377619,153.411577779,153.852743834,153.487046937
157.0,157.695341369,158.329285597,153.331071711,155.412703315,155.765306109
158.0,158.97507199,158.521147473,153.251682047,156.562804434,157.41355135
159.0,156.732422787,156.00556183,153.17341496,156.537806203,157.786461727
157.0,152.249040856,153.560646384,153.096276418,156.229918765,156.388197873
156.0,155.286617787,155.544740754,153.020272189,156.642735737,154.793073364
162.0,160.304780677,158.898206784,152.945407838,156.670542646,155.769521538
162.0,158.751722008,159.276999685,152.87168873,156.972158491,158.067351378
163.0,158.485663016,158.71960926,152.799120029,158.594431678,158.946814165
165.0,161.236585373,161.322998216,152.727706701,160.700633888,159.484416961
167.0,166.005097904,166.063116634,152.657453512,162.806647238,161.690230066
170.0,170.783659603,170.572780435,152.588365033,165.554137078,165.522966479
172.0,172.887844275,172.653783788,152.520445636,168.293729864,169.40848348
172.0,172.093482689,172.177010076,152.453699499,170.321001227,171.647711079
171.0,170.9071113,171.148049512,152.388130604,171.400994611,171.904300982
171.0,170.860780388,170.695579637,152.323742741,171.487265835,171.315149016
171.0,170.67559443,170.83442232,152.260539505,171.14681699,170.914739304
171.0,171.0,170.733853743,152.198524299,170.844530057,170.812348002
171.0,170.629451626,170.895079826,152.137700338,170.914895346,170.840175528
171.0,171.4644435,171.409824548,152.078070643,171.186870215,170.968142543
171.0,172.306474149,172.267276114,152.019638048,171.56216406,171.44120869
171.0,172.59426321,172.599213407,151.962405199,171.820772329,172.051944402
171.0,172.223840724,172.131486815,151.906374554,171.917107707,172.318498135
170.0,171.033484434,171.027085255,151.851548385,171.646658203,171.982545332
169.0,169.938934356,170.011832145,151.79792878,171.185653025,171.149189639
168.0,169.9305876,170.160702629,151.745517642,170.879633968,170.389137566
168.0,171.148367079,170.831684554,151.694316691,170.639278588,170.307119996
167.0,171.047520369,171.29454244,151.644327465,170.572793153,170.736228164
166.0,170.777924502,170.538032044,151.595551322,170.323310458,170.871497376
164.0,168.607532345,168.722059081,151.547989439,169.503024908,170.204030572
161.0,165.603042106,165.295803388,151.501642814,167.649602814,168.381331889
158.0,161.495006738,162.002908041,151.456512269,165.381530267,165.518847859
155.0,159.598430902,159.521834301,151.412598449,162.709927886,162.354567809
154.0,157.302804058,156.823797949,151.369901822,159.591264876,159.65720681
151.0,152.891242678,153.162643663,151.328422683,156.506366208,156.873029886
148.0,150.235267837,150.500007801,151.288161154,154.159059092,153.65781145
147.0,150.040055792,150.129218661,151.249117184,152.197044204,151.215895716
147.0,149.922149881,149.077516414,151.211290552,150.037726841,150.093986419
145.0,146.457859969,147.085514761,151.174680867,148.624322308,149.048827609
143.0,146.077553034,146.238817053,151.139287569,148.103076532,147.468693582
142.0,147.888956814,148.036181394,151.10510993,147.902703718,146.879698169
141.0,149.118385495,148.533436741,151.072147059,147.010484173,147.566113134
138.0,145.274533169,145.076011018,151.040397895,145.485233864,147.423532296
133.0,138.690496056,139.28776895,151.009861218,143.109228717,144.449125305
129.0,134.01546214,133.784061011,150.980535641,139.373203592,139.400987185
126.0,128.930435643,128.718352754,150.952419619,134.357846671,134.173613705
123.0,123.816100631,123.974956126,150.925511446,129.585145951,129.204575949
119.0,121.527441538,122.063658357,150.899809254,126.388843083,124.991977807
119.0,123.066128685,122.73184563,150.875311023,124.180609228,122.846667895
119.0,123.177969507,122.818858403,150.85201457,122.475481224,122.661471683
117.0,120.508740406,120.729045178,150.829917563,121.271799734,122.272282904
114.0,117.893847332,117.939833651,150.80901751,120.083495287,120.490763334
112.0,115.598473899,115.680842681,150.789311772,118.158352064,118.063033165
110.0,113.351296666,113.044514767,150.770797553,115.520123804,115.642440181
107.0,109.920023074,110.186478833,150.753471911,112.941152276,113.082340743
105.0,107.65148272,107.856821519,150.737331753,110.510561162,110.312040417
104.0,105.783854682,105.203483876,150.72237384,107.626114914,107.766245414
103.0,101.159698722,101.196122424,150.708594783,104.433060493,105.011808659
101.0,97.3925673366,97.687927073,150.695991053,101.966015905,101.522449142
101.0,97.6710698291,98.0929900205,150.684558973,100.763032552,98.8541227879
104.0,101.737951913,101.196116714,150.674294726,100.477624018,98.9485065422
107.0,104.413557068,104.331724857,150.665194353,101.602397463,101.410880146
108.0,106.839639428,107.378970914,150.657253754,104.340207428,104.336126748
110.0,111.112662256,110.881440431,150.650468693,107.41821566,107.31441327
112.0,113.036888146,112.477452005,150.644834794,109.301364349,110.30402321
112.0,111.114167651,111.670877642,150.640347548,110.495832632,111.792541813
111.0,110.373106305,110.243641674,150.63700231,110.994878807,111.332590049
112.0,109.347359748,109.033216601,150.6347943,110.387541005,110.312735641
112.0,108.081004318,108.401146329,150.63371861,109.847005674,109.385072731
113.0,110.283119739,110.661292715,150.633770199,110.822248074,109.300259986
116.0,115.927795607,115.679882226,150.634943896,112.874862981,111.496995975
119.0,120.577103464,120.27485104,150.637234405,115.556098192,115.706015946
119.0,122.685437625,123.177131018,150.640636301,118.777496294,119.768468478
119.0,124.233470688,123.845424677,150.645144035,120.975015708,122.274098941
118.0,121.465452337,121.110074345,150.650751935,120.780467049,122.687268462
115.0,115.152835723,115.400648686,150.657454205,118.686718278,120.146953968
112.0,110.213150568,110.410977606,150.665244929,115.878297456,115.474169011
112.0,108.672775355,108.510437095,150.674118071,113.124448773,111.395491325
111.0,110.25010646,111.245646498,150.684067478,112.183452713,109.98720496
114.0,116.557486626,115.796659889,150.695086877,112.669817645,111.751161303
116.0,117.592624816,116.992952125,150.707169884,113.044928049,114.868209161
116.0,112.229541917,112.282749545,150.720309997,112.557540065,115.26591502
116.0,106.338440212,106.185584049,150.734500603,111.57131236,111.861869055
115.0,105.16876632,106.291044843,150.749734978,111.531546263,108.254613272
119.0,115.753288763,116.236848641,150.766006286,114.556800407,109.571759184
127.0,132.031526629,131.874490151,150.783307585,120.586629928,118.269700529
134.0,142.30146709,140.250236896,150.801631825,126.612738765,130.126695818
133.0,136.693189564,137.143228802,150.82097185,131.336195242,136.999398171
126.0,129.267792397,130.548994591,150.841320399,133.797943458,135.585977672
123.0,128.835916156,128.847525331,150.862670108,133.081632351,131.299823078
122.0,129.260842477,128.541255567,150.885013514,129.438293162,129.067885797
120.0,124.270412617,124.163940713,150.90834305,125.279318421,127.228780305
115.0,115.987648441,115.996136316,150.932651053,120.919494953,122.634041195
113.0,107.777744025,107.790233816,150.957929762,115.73680092,115.585192423
111.0,102.906868241,103.492172845,150.984171318,110.891577763,108.806071324
113.0,104.495475735,93.9695830591,151.011367772,109.563832122,105.457796374
120.0,108.835467439,142.850849365,151.039511077,133.129959704,112.07408667
222.0,235.020825502,195.140211939,151.068593096,152.770940271,144.964369673
204.0,205.2994096,223.955673925,151.098605603,173.698797958,193.07042566
203.0,207.192904312,205.313734283,151.129540282,194.844349512,209.580672695
202.0,210.566577087,209.629239086,151.161388728,212.520152333,208.531088287
197.0,207.209345715,206.98384476,151.194142453,205.842561424,208.168029074
190.0,199.845737993,200.289991298,151.227792881,203.440844766,205.314125555
184.0,193.831126187,194.337044987,151.262331354,199.661987611,199.683387483
179.0,189.33792734,188.921022512,151.297749134,193.485815336,193.667972953
173.0,180.636172499,178.595783546,151.334037399,185.598213792,187.167130434
165.0,166.859782365,171.255805835,151.371187251,179.79922962,178.854426297
165.0,170.947215417,166.970956045,151.409189711,174.033831665,171.583876919
159.0,164.549989648,166.514008091,151.448035726,169.532906638,168.396407188
156.0,165.709315726,166.922864701,151.487716169,167.335876407,166.594637365
154.0,169.552855812,167.411353233,151.528221837,164.841123414,166.031955841
146.0,157.050200695,155.077366568,151.569543456,157.508509929,163.1395594
135.0,134.155137917,137.375293614,151.611671681,150.643229748,152.457137035
133.0,129.837853166,129.584958393,151.654597098,144.716803402,139.301578762
135.0,135.500048991,136.795663396,151.698310225,140.023905702,134.078199194
138.0,145.493866958,142.098462113,151.742801514,136.82772386,137.055592981
133.0,139.055947241,140.867619345,151.78806135,137.013781342,140.448044591
129.0,135.03598654,134.814297303,151.834080057,137.070134728,138.771592611
125.0,131.147507006,131.455698266,151.880847893,135.129013989,134.71880275
121.0,127.690405221,126.910989668,151.92835506,130.365221488,130.683801089
116.0,121.369013066,122.196392411,151.976591695,126.134190939,126.346133742
113.0,117.980843873,118.090045944,152.02554788,121.694454434,121.594655896
110.0,113.67065195,111.658174651,152.075213641,116.248342676,116.913456886
105.0,103.309167444,105.88804434,152.125578945,111.971946574,111.527294325
107.0,105.246022318,104.637697485,152.176633708,109.287361907,106.797300451
109.0,107.743951418,106.922113944,152.228367792,107.012391943,105.819806071
110.0,106.162812642,106.622627554,152.280771008,105.632326698,106.49178114
113.0,105.450567758,105.19857372,152.333833117,106.030400487,106.227369898
118.0,105.190671223,107.132457096,152.387543832,106.10056087,105.701186466
124.0,107.906507935,102.260632676,152.441892816,103.675783737,105.26697637
105.0,93.4672942733,99.1259612793,152.49686969,104.619125549,103.448516864
115.0,107.610791304,108.122648486,152.552464029,109.687211811,103.300410659
139.0,130.05697836,126.25903503,152.608665363,115.627484355,112.643313672
146.0,134.554167652,135.97463555,152.665463183,122.500376897,126.113263362
153.0,139.16001024,138.91829463,152.722846938,132.840109193,134.882123299
160.0,145.360031705,145.873092266,152.780806037,142.645385912,141.016947885
169.0,157.459773079,157.597009681,152.839329854,151.801468514,149.198638352
182.0,173.779068851,174.348963316,152.898407724,163.236539015,161.344979292
199.0,191.03665982,189.713195147,152.958028948,175.246139843,176.154174267
206.0,199.302518034,199.131869058,153.018182794,186.911123115,189.723935657
211.0,204.087036722,205.332627012,153.078858494,197.679176472,199.186908638
214.0,212.891513835,212.90176271,153.140045254,205.967487344,206.201679985
224.0,218.685360611,216.61849543,153.201732247,210.439310173,212.384438791
224.0,214.318418077,215.81599613,153.263908617,214.070452362,215.75717038
224.0,216.753954372,217.75024207,153.326563484,218.156560319,216.725276227
233.0,225.483493679,223.609965443,153.389685938,221.294141863,219.668170956
238.0,228.375203703,229.485345002,153.453265047,225.009584732,224.967238876
242.0,235.155081572,234.238769894,153.517289856,231.14412018,230.539610031
251.0,242.597475921,244.124796257,153.581749387,239.610421523,237.461256408
257.0,258.167038297,258.392091419,153.646632642,248.662449704,247.289249303
267.0,271.509682995,269.719010747,153.711928602,256.347544604,258.911584679
270.0,269.645704554,269.232441168,153.777626232,261.00896155,266.52918688
267.0,260.486573746,261.337960201,153.843714479,263.432171299,266.113343098
265.0,256.765167515,257.192684177,153.910182275,263.950620681,261.748966261
267.0,261.281520825,261.831604912,153.977018536,264.398976853,260.448285865
272.0,271.847974255,271.564487898,154.044212168,266.809137772,264.85779621
279.0,279.859220709,278.748835969,154.111752062,270.868784296,272.230372267
279.0,280.017293917,280.814333018,154.179627101,275.266836352,277.765414529
279.0,279.978716245,279.653552015,154.247826158,278.149622205,279.569132866
279.0,278.101220546,278.146694674,154.316338096,278.778278405,279.162838735
277.0,276.536122349,276.891089385,154.385151774,278.170488416,277.981854419
279.0,276.904205693,276.216480567,154.454256045,277.69932842,277.096112506
278.0,276.684972533,277.682625942,154.523639755,278.205197773,277.215321541
279.0,281.381384627,280.980510095,154.593291751,279.659404871,278.776426627
281.0,284.857113962,284.596586338,154.663200874,281.457830516,281.691738957
279.0,285.652702065,285.882234171,154.733355967,283.051459666,284.195888965
278.0,285.348179401,285.219929558,154.803745873,283.893000159,285.008629833
274.0,282.84570186,282.431523475,154.874359435,283.132395673,284.065586609
270.0,278.543673499,278.867348891,154.945185502,281.835825821,281.747747193
263.0,277.672579529,278.309069509,155.016212925,281.18635672,279.626357658
257.0,281.686692245,282.152312993,155.087430559,280.718636133,279.690114518
250.0,284.614567504,283.642051434,155.15882727,278.340062638,280.88050636
238.0,275.052519103,274.267445716,155.230391926,272.066321409,277.98838455
221.0,252.942881656,253.088574804,155.302113408,260.790978173,266.123420411
201.0,227.387179293,227.32074973,155.373980605,244.993985199,246.225442231
182.0,205.787182749,207.290447324,155.445982417,227.433334907,224.386358444
165.0,196.31967433,197.211871639,155.518107758,210.234586803,206.744607285
155.0,189.623349634,186.922272328,155.590345553,192.629607592,193.914297567
141.0,165.92793565,165.880395795,155.662684743,174.493137655,179.263829221
123.0,136.975727936,137.936568514,155.735114284,156.096524095,157.852943964
109.0,115.063653685,115.219958283,155.80762315,137.06246901,134.016888264
100.0,101.278833343,101.513189655,155.88020033,119.138482991,114.582408572
95.0,94.8848337142,94.7442707277,155.952834836,105.848766848,102.103762404
94.0,92.4110646368,92.2014313916,156.025515696,98.0760363562,95.6454342686
93.0,92.0268374599,92.3981184467,156.098231963,94.7004138324,93.2002753527
93.0,94.3471847268,94.3393898625,156.170972709,93.7323394899,93.1832519247
96.0,95.6555274681,94.7619921463,156.243727031,93.2878266421,94.036551564
95.0,92.3262267974,92.8707874798,156.316484051,93.1328859794,93.8996684741
95.0,91.1582225826,91.3538170174,156.389232915,93.2413376573,92.7027228024
96.0,92.5972467302,92.3404895616,156.461962796,93.4853103306,92.3249042585
98.0,94.8070960735,95.2582262633,156.534662894,94.4311867721,93.6377981231
101.0,98.9470677465,98.4811461069,156.607322441,96.2771489234,96.1625854607
104.0,100.913273336,100.905556746,156.679930694,98.4722667441,98.9342842546
105.0,102.03757689,102.184444991,156.752476943,100.69397592,101.037488734
107.0,103.74186934,103.842242713,156.824950511,102.698978356,102.648395536
110.0,105.73458044,105.282323966,156.897340751,104.307291652,104.27755692
111.0,106.553117253,107.091002879,156.969637052,106.273012111,106.001669319
114.0,110.011212374,109.872666224,157.041828836,108.672088751,108.139643102
118.0,113.647266087,113.543135253,157.113905563,111.291465477,111.084899733
121.0,116.616050419,116.470916615,157.185856729,114.217339077,114.340146273
123.0,119.287197126,119.671189674,157.257671865,117.677867209,117.508174876
126.0,123.723565673,123.585263145,157.329340545,121.107970202,120.899862547
129.0,127.508102465,127.40434308,157.400852381,124.253011729,124.555642306
131.0,129.8372834,129.921942879,157.472197024,126.979611039,127.710258179
133.0,131.118110535,130.759805898,157.543364169,129.112066143,129.772652258
134.0,130.769892002,131.109503976,157.614343552,130.815978294,130.866689786
134.0,132.392156702,132.636707689,157.685124954,132.399243304,131.848756684
136.0,135.622293836,135.483154472,157.7556982,133.708492037,133.568807536
138.0,137.244597759,136.96958129,157.826053159,134.446300029,135.392777238
140.0,135.666655406,135.235935502,157.896179747,134.810951264,135.852847354
140.0,132.504579189,132.914242227,157.966067928,135.563098257,134.936434926
140.0,134.399547068,135.449240223,158.035707714,137.319584256,135.014420002
145.0,143.21333489,142.377056497,158.105089166,139.767656094,138.400779973
151.0,148.561298355,148.220513271,158.174202393,142.838152467,143.797798758
153.0,149.815374413,149.910096453,158.243037556,146.416624642,147.890430679
154.0,150.323325997,150.496558793,158.31158487,149.680090958,149.922403942
156.0,152.327825568,152.619647764,158.379834598,152.051479503,151.491130807
159.0,156.050496299,155.580888357,158.44777706,154.125566364,153.791032929
161.0,158.308369072,158.735584114,158.515402629,156.494744429,156.597721863
164.0,161.397234085,160.890586747,158.582701732,159.000505769,159.26292477
165.0,162.62870604,163.099075457,158.649664853,161.449894234,161.585386941
167.0,165.225285248,165.041259647,158.716282532,163.522405281,163.630527409
169.0,166.921828823,166.7802082,158.782545368,165.256276311,165.510292063
171.0,167.600159219,167.618377882,158.848444017,166.861728923,166.999628149
172.0,168.794339492,168.91462081,158.913969193,168.855562602,168.360291997
173.0,171.825881633,172.200378203,158.979111673,171.165328713,170.44968784
175.0,176.613015585,176.279146384,159.043862291,173.399226477,173.516766977
178.0,178.704844641,178.39836331,159.108211946,175.21175992,176.370488122
177.0,177.545612768,177.618615093,159.172151597,176.512156772,177.528776598
176.0,176.155179471,176.49462861,159.235672266,177.199327298,177.189496457
176.0,176.701710464,176.454600884,159.298765039,177.343953721,176.794061931
175.0,177.393131507,177.76688987,159.361421068,177.542768451,177.165535604
175.0,179.320313463,179.002081479,159.423631568,177.854939429,178.05809422
173.0,179.213612965,179.696281547,159.485387822,177.4730836,178.573990062
172.0,177.516093134,176.388164035,159.546681176,175.355305045,177.300341871
169.0,169.039683634,169.419383928,159.607503048,171.892310209,173.164841939
165.0,161.755486951,162.113635828,159.667844921,167.982552347,167.155067368
164.0,159.204768809,158.939124271,159.727698348,165.009951499,162.482004565
164.0,160.750391363,161.623520773,159.78705495,164.425397271,161.641315897
166.0,168.854403044,168.932806945,159.84590642,166.110697624,164.959284821
172.0,175.792342494,174.081281267,159.904244521,168.440198684,170.023906642
170.0,172.925036177,173.895807474,159.962061087,170.814876518,172.878538068
167.0,171.575691533,171.932333871,160.019348024,172.2088806,172.68513203
165.0,171.741850867,171.262478552,160.076097312,171.472621393,171.592408188
163.0,169.260229205,169.311979271,160.132301003,169.327078954,170.092591785
159.0,165.560218583,165.706548732,160.187951223,166.718382561,167.440970008
155.0,161.467460264,161.341228999,160.243040173,163.130864705,163.661373807
151.0,156.100410437,156.003895654,160.29756013,158.584037316,159.006436717
147.0,150.050223379,150.057951952,160.351503446,153.834629412,153.731515578
144.0,145.034059167,144.953736835,160.404862548,149.801635703,148.71425111
140.0,142.67891119,143.579219635,160.457629942,147.052157361,145.37858904
139.0,145.548866709,145.038407954,160.509798212,145.089509653,144.474294401
139.0,145.704414466,145.166609183,160.561360017,143.313149348,144.479308871
135.0,141.16139535,141.470346014,160.612308098,141.356353851,142.806226279
131.0,136.210045216,136.292864694,160.662635274,138.507245306,139.00177311
127.0,131.536175504,131.559462485,160.712334443,134.319405711,134.331249635
124.0,126.859370414,126.775044723,160.761398584,129.426697447,129.528331515
122.0,121.627532702,121.113898227,160.809820756,124.926943081,124.656033029
119.0,116.272364846,117.269870965,160.857594101,121.679129278,120.328507527
118.0,117.217971524,116.961377048,160.904711842,119.683846581,118.052413143
121.0,119.250886026,118.785763438,160.951167283,119.030102807,118.275816601
120.0,120.151243859,120.646405912,160.996953813,119.993109402,119.742280932
122.0,123.125610722,123.115532489,161.042064902,121.742920723,121.675788271
122.0,125.60366169,125.352873668,161.086494106,122.903643593,123.638675682
122.0,125.132651218,124.789030403,161.130235064,123.333708709,124.468258791
119.0,122.18569402,122.888581211,161.173281499,123.067075434,123.607745527
117.0,121.244814318,121.124179985,161.215627221,121.364106898,121.784432549
116.0,118.591685771,118.048679126,161.257266124,118.079599759,119.17099117
115.0,111.915382591,111.511790215,161.298192188,114.531088838,114.999819755
112.0,105.240056516,106.165786424,161.33839948,112.39829205,110.377274718
111.0,107.298437002,107.844231666,161.377882154,112.201917342,108.836976532
115.0,116.023071245,115.520895564,161.416634451,113.906981933,112.263464711
119.0,122.978902028,122.829760061,161.454650699,117.014422205,118.152931717
120.0,125.58958841,125.317634228,161.491925315,119.906829832,122.423515332
118.0,123.018779072,123.02326876,161.528452803,120.646024271,122.906714594
115.0,117.602921491,117.453468586,161.564227756,118.906784959,119.896745357
111.0,111.626083447,111.997729379,161.599244858,115.949527454,115.333624506
109.0,109.11594994,109.295815898,161.633498879,113.141003571,111.636286151
108.0,109.764336764,109.705869767,161.666984683,111.302246259,110.172628576
108.0,111.16462353,111.004234117,161.69969722,110.612761459,110.437875899
107.0,111.592304815,111.674562631,161.731631533,110.570068407,111.035684997
106.0,111.194085014,110.910760832,161.762782754,110.407530659,110.98085639
102.0,109.156994008,109.712506972,161.793146109,109.513046227,110.013489571
100.0,107.973510468,107.57199115,161.822716911,107.331944413,108.163802059
95.0,103.655128481,103.764990068,161.851490569,103.499817462,104.922139557
92.0,96.8977341788,96.4126401064,161.87946258,98.1329117589,99.4760932059
86.0,87.1154951797,87.3279775475,161.906628537,91.9832586747,92.0640723169
82.0,79.3820099472,79.7113478211,161.932984121,86.076290764,84.5629668576
80.0,76.2919159873,76.2359689885,161.95852511,81.6023563799,79.3874438907
82.0,76.5975756107,76.5439929213,161.983247373,79.6757409522,77.655814915
85.0,79.7040661143,79.7275029226,162.007146871,80.9589560642,79.1933742881
88.0,85.641596171,86.0232504179,162.03021966,84.8495115791,83.5581679177
91.0,94.1669450236,94.4246436732,162.05246189,89.3561325769,89.7939009274
95.0,100.584259035,99.4183695905,162.073869804,92.4595116417,95.2441765333
95.0,97.1912003225,97.0341712515,162.094439739,93.5697110302,96.5385548713
91.0,89.8874745227,90.4597223991,162.114168126,93.0149026341,93.4531071669
87.0,86.4047931008,87.3828817595,162.13305149,90.6916433991,89.4980128135
88.0,87.7986422973,86.5694778066,162.151086453,87.091344698,87.0374745553
91.0,83.7134740011,83.4229121616,162.16826973,84.0362428635,84.7261083683
90.0,78.1339924926,78.6546847161,162.184598129,82.8477569815,81.7027890052
95.0,78.4347901797,78.1924963822,162.200068557,84.5134529877,80.7413442902
101.0,85.9157168628,86.972537329,162.214678014,90.5468764368,85.6323699798
113.0,104.703383314,105.154032263,162.228423595,100.891714468,97.9414051552
128.0,126.594828198,125.546104945,162.241302492,112.880885974,114.614819377
139.0,138.129519108,137.112574849,162.253311991,123.962402693,128.753514506
140.0,138.08202825,138.817580693,162.264449474,132.286830383,135.81869327
141.0,137.091277521,137.009348033,162.274712421,136.968798824,137.486082852
142.0,137.214743652,137.998147579,162.284098404,138.980164434,138.03339695
144.0,141.465747398,140.744118529,162.292605093,140.372148234,139.797185713
148.0,143.717897038,143.744279265,162.300230256,142.624222149,142.483735804
149.0,146.263804329,146.96539325,162.306971755,145.512017429,145.419321025
153.0,151.088288379,150.165170735,162.312827546,148.186971022,148.502501086
156.0,151.99096422,152.185532345,162.317795687,150.846483033,151.13480111
155.0,153.541152731,154.051258594,162.321874326,153.850046197,153.389760385
158.0,158.038213333,158.012380676,162.325061712,156.423459591,156.242382536
160.0,161.830270378,161.259116443,162.327356187,158.3178168,159.252143105
160.0,161.566829219,161.931283697,162.328756193,159.576592307,160.846201046
159.0,160.560857783,160.349212493,162.329260265,159.647345943,160.517567599
159.0,157.873355086,157.932362626,162.328867035,158.396913889,158.79582973
157.0,155.034515189,155.185711854,162.327575233,156.372280751,156.391287732
158.0,152.886110857,152.418144091,162.325383684,154.477838136,154.002013009
159.0,150.505953763,150.86677536,162.322291309,153.869658613,152.449058986
161.0,152.431467848,152.793958246,162.318297127,155.21671683,153.145498588
168.0,158.990491755,158.314014538,162.313400252,159.047399201,157.11692324
173.0,166.281809486,167.305052482,162.307599893,165.388607197,164.087279106
178.0,178.296439238,177.992409583,162.300895358,172.635694119,173.005982104
186.0,187.087564257,186.188629731,162.293286049,179.03598943,181.32324172
187.0,188.255380427,188.565625995,162.284771464,184.067619344,186.231396633
186.0,187.887653108,188.126760703,162.275351198,187.281660298,187.882349634
185.0,188.452616038,188.539494146,162.265024942,188.603405822,188.433681567
184.0,189.628914347,189.486993318,162.253792481,189.075710764,189.085021214
181.0,190.081615231,190.552777205,162.241653697,188.859514162,189.594073886
178.0,190.131531218,189.93042655,162.228608567,186.530708176,188.776285741
175.0,184.602585132,183.520847958,162.214657165,181.37794758,184.461564141
168.0,170.66492092,171.124790391,162.199799657,174.224705356,175.546579687
161.0,158.108949555,158.506462503,162.184036307,166.323427552,164.696382135
158.0,151.359938175,150.643689882,162.167367473,160.438430824,156.451570274
160.0,150.205502853,152.257722911,162.149793608,158.936481439,154.286579773
171.0,162.789489744,159.267960969,162.13131526,164.920214362,159.830493745
179.0,173.313177662,180.023378413,162.111933071,175.999431414,172.902440464
215.0,207.062347796,199.542736719,162.091647777,189.156708598,190.899070288
220.0,211.037105903,214.151724273,162.070460209,203.10218054,206.429629475
224.0,219.966353633,221.004086955,162.048371292,215.992920253,217.124093526
237.0,232.241778311,230.166369866,162.025382044,224.38317751,225.799226606
241.0,234.148178502,234.551430139,162.001493577,230.699230589,232.076453931
243.0,236.18345129,237.176355348,161.976707098,237.232762812,236.453466227
247.0,244.140891323,244.058551331,161.951023904,242.622481879,241.790069403
253.0,252.229912578,251.552215491,161.924445387,247.29156668,248.168389522
255.0,255.620562279,256.192251374,161.896973032,251.280695877,253.181051562
257.0,257.389353673,256.52688648,161.868608415,253.596944731,255.364099073
257.0,253.943093894,254.108791126,161.839353205,254.570023855,254.891509589
255.0,251.750707326,252.521263301,161.809209163,255.385231544,253.921851319
256.0,255.347983975,255.435186762,161.778178142,256.19902575,254.996794538
259.0,260.28089414,259.678926322,161.746262085,257.144457876,257.761914846
261.0,261.078042274,260.980655054,161.713463029,258.279772088,259.680930347
261.0,259.2909907,259.164271679,161.679783098,259.327180526,259.661842733
260.0,257.607485981,258.093179234,161.645224511,260.35145177,259.170691409
260.0,260.193663262,260.5309937,161.609789573,261.645672269,260.349119724
262.0,265.549236399,265.127064249,161.573480682,263.245026413,263.381629755
262.0,268.238397476,268.352225568,161.536300324,264.456276224,266.140545687
261.0,267.750680328,267.136022631,161.498251074,264.397439069,266.405073284
258.0,262.247624385,262.598214153,161.459335599,262.623048531,263.618661747
252.0,257.061775544,257.434386824,161.419556652,259.188160321,259.201538624
251.0,253.435465738,252.673589637,161.378917074,255.127419546,254.712656792
247.0,248.263895299,248.959672576,161.337419795,251.869622057,250.865276279
245.0,247.33081907,247.401990467,161.295067834,249.708408823,248.586374516
244.0,248.302590331,247.95760108,161.251864294,248.276958797,247.987332417
242.0,248.015229399,248.341492175,161.207812368,247.201935687,247.808883602
241.0,247.329631182,246.5773745,161.162915334,246.127471099,246.833155591
237.0,243.30029153,243.906632089,161.117176556,244.843994055,244.814327148
233.0,241.758034246,241.443785021,161.070599485,243.953387326,242.926547335
228.0,241.459709943,242.081203533,161.023187656,243.696526716,242.526287137
222.0,244.828410193,244.993038673,160.974944689,243.416450268,243.737728353
215.0,247.036468013,246.981495116,160.92587429,240.608503587,244.120730033
204.0,241.335550813,240.170730172,160.875980249,233.113567617,238.970195755
190.0,221.618676467,221.13105954,160.825266437,220.803108599,224.991533283
169.0,195.368436998,196.573567694,160.773736811,204.803522508,204.627971186
152.0,175.756288578,175.781280107,160.721395411,187.255043301,184.321803949
137.0,161.893829265,162.203696149,160.668246358,170.846613866,168.211438161
124.0,152.601089282,152.293381161,160.614293855,157.177719973,156.155065743
111.0,143.082985204,143.922262672,160.559542188,143.992395613,145.538961414
97.0,132.134361687,131.108273359,160.503995722,127.706788012,132.376762856
86.0,108.758492925,106.612994895,160.447658905,108.574518294,112.387097227
69.0,73.929683607,76.085904249,160.390536263,89.3790114117,86.9907285442
53.0,53.6530487667,54.6683213463,160.332632403,71.9189516331,65.222499483
48.0,48.7777959475,48.1371427788,160.273952011,58.4007156306,53.3424311835
47.0,48.30828593,48.4719031655,160.214499851,50.617257138,49.24357215
48.0,48.7231664626,47.6722104059,160.154280765,47.2964129941,47.7715900863
47.0,44.5922175465,45.0121221175,160.093299674,46.1197519735,45.9384742673
45.0,42.7463731771,43.2692484914,160.031561575,45.7899168756,44.4932927937
47.0,45.1176806877,44.826427924,159.969071542,45.8155026157,44.9256051571
49.0,47.5379754113,47.5147195546,159.905834726,46.5665629688,46.67273891
51.0,49.2370415905,48.9682035215,159.841856353,48.121217219,48.4058054576
52.0,49.7159817952,50.1252869505,159.777141723,49.729175745,49.7356427259
54.0,51.6123427337,51.2518880566,159.711696212,51.2812685829,51.0801676611
55.0,52.7884443022,53.0635064508,159.64552527,52.9860227726,52.6992293288
57.0,55.3119109633,55.2943670484,159.57863442,54.9675706706,54.7663099431
59.0,58.0413087796,58.0159278711,159.511029257,56.8550835398,57.0969444978
61.0,60.0398828206,60.0129411422,159.44271545,58.3472832217,59.0301011283
62.0,60.6669887553,60.3916290284,159.373698739,59.3652971296,59.9604771229
